customer_id,order_id,order_date,ship_date,ship_mode,months
CM-12160,CA-2017-156412,04-12-2017,08-12-2017,Standard Class,December 
RC-19825,CA-2016-140746,15-01-2016,15-01-2016,Same Day,January  
TB-21355,CA-2016-153346,25-01-2016,27-01-2016,First Class,January  
KB-16405,CA-2017-101182,04-09-2017,05-09-2017,First Class,September
MS-17365,CA-2016-150658,17-11-2016,22-11-2016,Standard Class,November 
MS-17980,CA-2017-117667,04-12-2017,09-12-2017,Standard Class,December 
SH-19975,CA-2017-127922,27-10-2017,03-11-2017,Standard Class,October  
RD-19585,CA-2015-162537,28-10-2015,03-11-2015,Standard Class,October  
TT-21070,CA-2015-116876,14-02-2015,21-02-2015,Standard Class,February 
RD-19720,CA-2016-146157,21-11-2016,26-11-2016,Standard Class,November 
JE-16165,US-2017-146416,20-10-2017,22-10-2017,Second Class,October  
DB-13120,CA-2017-160514,12-11-2017,16-11-2017,Standard Class,November 
LF-17185,CA-2017-118521,16-02-2017,20-02-2017,Standard Class,February 
PS-18970,CA-2015-135727,11-05-2015,16-05-2015,Second Class,May      
DC-12850,CA-2014-145212,13-09-2014,19-09-2014,Standard Class,September
SC-20050,CA-2016-123533,24-11-2016,30-11-2016,Standard Class,November 
SF-20200,CA-2016-128811,12-09-2016,16-09-2016,Standard Class,September
JK-16120,CA-2015-134859,04-10-2015,09-10-2015,Standard Class,October  
BF-10975,CA-2015-137281,13-06-2015,17-06-2015,Standard Class,June     
EH-13765,US-2017-111423,17-08-2017,19-08-2017,First Class,August   
KH-16330,CA-2017-120404,20-11-2017,24-11-2017,Second Class,November 
BT-11395,CA-2015-111325,27-02-2015,28-02-2015,First Class,February 
DL-12865,CA-2016-154060,02-05-2016,08-05-2016,Standard Class,May      
BD-11770,US-2016-122182,10-03-2016,14-03-2016,Standard Class,March    
LC-16885,CA-2016-107146,17-06-2016,19-06-2016,First Class,June     
SB-20185,CA-2017-116127,25-06-2017,27-06-2017,Second Class,June     
BE-11410,CA-2017-141782,21-01-2017,25-01-2017,Standard Class,January  
PJ-18835,CA-2014-135993,28-05-2014,02-06-2014,Standard Class,May      
RF-19735,US-2015-134271,18-04-2015,23-04-2015,Second Class,April    
JF-15490,CA-2014-117317,19-10-2014,19-10-2014,Same Day,October  
AH-10465,CA-2016-126165,05-05-2016,07-05-2016,Second Class,May      
BS-11590,CA-2014-107398,25-08-2014,30-08-2014,Standard Class,August   
CS-11845,US-2015-138716,17-09-2015,20-09-2015,First Class,September
CS-12400,CA-2017-127096,15-09-2017,17-09-2017,Second Class,September
JM-15250,CA-2017-139353,28-10-2017,30-10-2017,Second Class,October  
BD-11605,US-2015-123960,11-06-2015,16-06-2015,Standard Class,June     
EP-13915,CA-2016-140641,28-10-2016,02-11-2016,Standard Class,October  
RH-19510,CA-2016-168354,19-09-2016,21-09-2016,First Class,September
AB-10150,CA-2017-158876,19-11-2017,21-11-2017,Second Class,November 
TB-21055,CA-2016-145982,27-08-2016,01-09-2016,Second Class,August   
SC-20770,CA-2017-146024,02-03-2017,08-03-2017,Standard Class,March    
CK-12595,CA-2017-104647,23-02-2017,01-03-2017,Standard Class,February 
BF-11080,CA-2014-163013,28-11-2014,04-12-2014,Standard Class,November 
RB-19795,US-2016-155971,06-06-2016,12-06-2016,Standard Class,June     
BW-11110,CA-2017-159366,07-01-2017,10-01-2017,First Class,January  
DK-12835,CA-2017-104388,05-07-2017,07-07-2017,First Class,July     
BD-11605,CA-2014-157147,13-01-2014,18-01-2014,Standard Class,January  
AC-10450,CA-2016-116232,22-09-2016,26-09-2016,Standard Class,September
BG-11695,CA-2016-153682,30-05-2016,01-06-2016,First Class,May      
NC-18535,CA-2017-148355,24-12-2017,28-12-2017,Standard Class,December 
SC-20695,CA-2017-145443,10-08-2017,15-08-2017,Second Class,August   
EP-13915,CA-2017-157483,11-11-2017,18-11-2017,Standard Class,November 
PB-19105,CA-2014-128888,15-11-2014,22-11-2014,Standard Class,November 
AW-10840,CA-2015-149678,13-04-2015,15-04-2015,Second Class,April    
AB-10255,US-2016-158708,26-06-2016,29-06-2016,Second Class,June     
CC-12550,CA-2017-118542,01-12-2017,05-12-2017,Standard Class,December 
KD-16495,CA-2016-117226,30-12-2016,01-01-2017,First Class,December 
JM-15250,CA-2017-128853,21-04-2017,23-04-2017,First Class,April    
JJ-15760,CA-2015-115091,05-10-2015,09-10-2015,Standard Class,October  
DV-13045,CA-2017-168389,11-12-2017,17-12-2017,Standard Class,December 
SH-20395,CA-2017-110884,07-03-2017,12-03-2017,Standard Class,March    
DM-13525,CA-2016-149195,05-09-2016,07-09-2016,Second Class,September
LT-16765,US-2015-122910,12-05-2015,16-05-2015,Standard Class,May      
SE-20110,CA-2017-155047,27-08-2017,30-08-2017,First Class,August   
RD-19480,CA-2015-122826,23-06-2015,25-06-2015,Second Class,June     
EM-14140,CA-2016-152730,30-05-2016,04-06-2016,Standard Class,May      
TS-21340,CA-2015-153416,24-11-2015,29-11-2015,Standard Class,November 
TS-21370,US-2015-100377,28-08-2015,01-09-2015,Standard Class,August   
JD-16060,US-2015-125374,23-03-2015,29-03-2015,Standard Class,March    
FM-14380,CA-2016-145842,17-06-2016,20-06-2016,Second Class,June     
SC-20845,CA-2017-117646,21-08-2017,25-08-2017,Standard Class,August   
KN-16390,CA-2015-132388,10-10-2015,12-10-2015,First Class,October  
JE-15715,CA-2014-126200,25-08-2014,29-08-2014,Standard Class,August   
LF-17185,CA-2017-148264,08-12-2017,09-12-2017,First Class,December 
SH-19975,CA-2017-125101,06-03-2017,10-03-2017,Second Class,March    
DB-13660,CA-2014-104402,17-06-2014,23-06-2014,Standard Class,June     
PG-18820,US-2014-102071,09-05-2014,15-05-2014,Standard Class,May      
LS-17230,CA-2015-118955,16-06-2015,20-06-2015,Standard Class,June     
AH-10210,CA-2017-166919,23-11-2017,27-11-2017,Standard Class,November 
MC-17275,CA-2015-114237,13-03-2015,15-03-2015,First Class,March    
MH-18025,CA-2014-150301,08-07-2014,10-07-2014,First Class,July     
JP-16135,CA-2015-152513,04-07-2015,08-07-2015,Second Class,July     
CH-12070,CA-2016-109344,08-02-2016,11-02-2016,Second Class,February 
GA-14515,CA-2016-132731,24-11-2016,28-11-2016,Standard Class,November 
BP-11185,CA-2017-130036,27-08-2017,27-08-2017,Same Day,August   
LO-17170,CA-2017-163860,28-12-2017,01-01-2018,Standard Class,December 
DO-13435,CA-2015-121272,29-03-2015,04-04-2015,Standard Class,March    
JW-15955,CA-2017-163510,25-12-2017,28-12-2017,Second Class,December 
DP-13105,CA-2015-132080,22-08-2015,25-08-2015,First Class,August   
MV-18190,CA-2015-107020,10-07-2015,14-07-2015,Standard Class,July     
LH-16900,CA-2014-123323,07-11-2014,12-11-2014,Standard Class,November 
SF-20065,CA-2015-142937,05-12-2015,06-12-2015,First Class,December 
RF-19840,CA-2017-117933,24-12-2017,29-12-2017,Standard Class,December 
HM-14860,CA-2017-146367,04-08-2017,08-08-2017,Standard Class,August   
RM-19750,CA-2017-168193,06-03-2017,11-03-2017,Second Class,March    
BS-11755,CA-2014-133690,03-08-2014,05-08-2014,First Class,August   
EC-14050,CA-2017-163188,07-11-2017,07-11-2017,Same Day,November 
EP-13915,CA-2015-123330,21-06-2015,27-06-2015,Standard Class,June     
MC-17275,CA-2015-143119,24-09-2015,30-09-2015,Standard Class,September
DB-13555,CA-2014-136336,21-04-2014,26-04-2014,Standard Class,April    
PO-18850,CA-2015-104486,01-05-2015,06-05-2015,Standard Class,May      
TT-21220,CA-2015-124541,06-04-2015,10-04-2015,Standard Class,April    
JD-16150,CA-2014-119144,16-11-2014,18-11-2014,First Class,November 
HA-14920,US-2016-113649,09-08-2016,12-08-2016,First Class,August   
PO-18850,CA-2014-148782,02-11-2014,07-11-2014,Standard Class,November 
CC-12220,CA-2014-103527,09-09-2014,14-09-2014,Second Class,September
NC-18535,CA-2017-163874,10-11-2017,12-11-2017,Second Class,November 
MY-18295,CA-2016-151169,21-10-2016,26-10-2016,Standard Class,October  
MJ-17740,CA-2016-124149,23-04-2016,26-04-2016,First Class,April    
RW-19630,CA-2016-142958,13-12-2016,20-12-2016,Standard Class,December 
QJ-19255,CA-2017-144526,30-04-2017,06-05-2017,Standard Class,April    
KF-16285,CA-2017-149559,11-09-2017,12-09-2017,Same Day,September
RD-19480,CA-2017-159457,19-10-2017,26-10-2017,Standard Class,October  
RD-19480,US-2017-166688,20-05-2017,26-05-2017,Standard Class,May      
AM-10360,CA-2014-132542,06-10-2014,08-10-2014,Second Class,October  
SG-20080,CA-2015-162544,16-12-2015,19-12-2015,First Class,December 
MS-17365,CA-2014-120278,07-11-2014,12-11-2014,Standard Class,November 
GM-14455,CA-2017-122595,14-12-2017,20-12-2017,Standard Class,December 
CB-12025,CA-2015-146563,24-08-2015,28-08-2015,Standard Class,August   
JW-16075,CA-2015-106208,10-12-2015,15-12-2015,Standard Class,December 
JM-15535,CA-2017-103611,12-09-2017,15-09-2017,First Class,September
EN-13780,CA-2016-165848,04-06-2016,04-06-2016,Same Day,June     
CA-12775,CA-2017-145653,01-09-2017,01-09-2017,Same Day,September
BD-11770,CA-2016-124667,11-11-2016,16-11-2016,Standard Class,November 
CM-12115,CA-2017-100524,31-03-2017,02-04-2017,Second Class,March    
HR-14770,CA-2017-106964,17-12-2017,20-12-2017,First Class,December 
KA-16525,US-2017-110996,20-11-2017,25-11-2017,Standard Class,November 
BG-11695,CA-2015-108588,05-01-2015,10-01-2015,Standard Class,January  
SF-20965,CA-2015-161214,05-10-2015,08-10-2015,Second Class,October  
JF-15565,US-2014-126571,11-10-2014,15-10-2014,Standard Class,October  
AT-10735,CA-2015-123113,23-11-2015,27-11-2015,Second Class,November 
MC-18130,CA-2014-132787,19-09-2014,23-09-2014,Standard Class,September
LT-17110,US-2014-165659,01-06-2014,06-06-2014,Standard Class,June     
CP-12340,US-2014-148838,17-03-2014,21-03-2014,Standard Class,March    
DK-13090,CA-2016-134334,14-02-2016,15-02-2016,First Class,February 
DB-13555,CA-2017-104885,02-03-2017,08-03-2017,Standard Class,March    
CC-12370,CA-2017-106691,06-11-2017,12-11-2017,Standard Class,November 
SV-20785,CA-2015-112130,03-05-2015,07-05-2015,Standard Class,May      
MC-18130,CA-2016-129868,26-12-2016,31-12-2016,Standard Class,December 
TC-20980,CA-2014-153087,27-12-2014,03-01-2015,Standard Class,December 
PR-18880,CA-2017-162250,24-11-2017,24-11-2017,Same Day,November 
DW-13480,CA-2016-101938,07-01-2016,12-01-2016,Standard Class,January  
JK-15625,CA-2015-138331,07-08-2015,12-08-2015,Standard Class,August   
MW-18220,CA-2017-107986,13-12-2017,13-12-2017,Same Day,December 
SH-20395,CA-2017-122280,10-09-2017,10-09-2017,Same Day,September
LL-16840,US-2017-163195,17-02-2017,21-02-2017,Second Class,February 
DB-12970,CA-2015-141593,14-12-2015,16-12-2015,Second Class,December 
GG-14650,US-2017-145597,02-11-2017,05-11-2017,First Class,November 
PO-19195,US-2017-103247,05-10-2017,08-10-2017,Second Class,October  
TT-21220,CA-2015-132318,30-10-2015,02-11-2015,First Class,October  
TT-21070,CA-2017-108035,29-11-2017,03-12-2017,Standard Class,November 
LM-17065,CA-2016-105277,04-12-2016,08-12-2016,Standard Class,December 
DD-13570,CA-2014-166730,30-12-2014,01-01-2015,First Class,December 
CS-12250,CA-2014-162775,13-01-2014,15-01-2014,Second Class,January  
AG-10900,CA-2015-130785,05-09-2015,09-09-2015,Standard Class,September
DW-13540,CA-2017-132521,23-09-2017,25-09-2017,Second Class,September
RD-19900,CA-2016-154235,24-09-2016,28-09-2016,Standard Class,September
MP-18175,CA-2017-124086,10-02-2017,14-02-2017,Standard Class,February 
AA-10315,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,March    
JF-15190,CA-2014-116407,15-11-2014,21-11-2014,Standard Class,November 
PF-19165,CA-2015-111458,26-09-2015,30-09-2015,Standard Class,September
SP-20620,US-2017-118087,09-09-2017,13-09-2017,Standard Class,September
AH-10075,CA-2016-147109,17-12-2016,21-12-2016,Standard Class,December 
KH-16630,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,September
SF-20965,CA-2015-143077,17-09-2015,21-09-2015,Standard Class,September
PW-19240,CA-2016-120257,22-09-2016,28-09-2016,Standard Class,September
BD-11770,CA-2016-165918,10-09-2016,14-09-2016,Standard Class,September
NC-18415,CA-2017-131254,19-11-2017,21-11-2017,First Class,November 
PS-18760,CA-2015-143147,26-05-2015,28-05-2015,Second Class,May      
FM-14380,CA-2015-136147,13-11-2015,18-11-2015,Standard Class,November 
TP-21130,US-2017-107384,04-12-2017,08-12-2017,Standard Class,December 
AH-10585,US-2017-152492,06-07-2017,06-07-2017,Same Day,July     
DB-13660,CA-2017-101077,25-03-2017,30-03-2017,Second Class,March    
SC-20695,CA-2017-152926,02-10-2017,04-10-2017,Second Class,October  
ON-18715,CA-2016-130820,15-11-2016,15-11-2016,Same Day,November 
LC-16960,CA-2015-111038,01-12-2015,06-12-2015,Standard Class,December 
NM-18445,CA-2015-136805,23-05-2015,27-05-2015,Second Class,May      
JM-16195,CA-2017-130834,03-11-2017,06-11-2017,Second Class,November 
NM-18445,CA-2014-164973,04-11-2014,09-11-2014,Standard Class,November 
AG-10495,CA-2015-156146,26-10-2015,30-10-2015,Second Class,October  
ML-18040,CA-2017-158953,04-06-2017,08-06-2017,Standard Class,June     
BB-11545,CA-2015-107083,21-11-2015,27-11-2015,Standard Class,November 
SC-20845,CA-2016-103128,11-11-2016,15-11-2016,Standard Class,November 
FM-14290,CA-2017-146535,24-11-2017,30-11-2017,Standard Class,November 
GM-14695,CA-2017-102750,04-09-2017,08-09-2017,Second Class,September
KD-16495,CA-2017-100825,09-09-2017,14-09-2017,Standard Class,September
ML-17410,CA-2014-125556,14-11-2014,16-11-2014,Second Class,November 
PS-18970,US-2014-120740,15-04-2014,15-04-2014,Same Day,April    
SC-20305,CA-2017-122539,01-12-2017,05-12-2017,Standard Class,December 
ML-17755,US-2017-120089,30-11-2017,30-11-2017,Same Day,November 
TS-21370,US-2017-139647,11-05-2017,13-05-2017,First Class,May      
CM-12655,CA-2017-113418,01-10-2017,03-10-2017,First Class,October  
JW-15220,CA-2017-135909,13-10-2017,20-10-2017,Standard Class,October  
AG-10300,CA-2016-143749,05-12-2016,07-12-2016,First Class,December 
EJ-13720,US-2014-117163,27-01-2014,02-02-2014,Standard Class,January  
AP-10915,CA-2014-124737,23-08-2014,27-08-2014,Standard Class,August   
RA-19915,CA-2014-134313,01-11-2014,07-11-2014,Standard Class,November 
AT-10435,CA-2016-100468,24-11-2016,01-12-2016,Standard Class,November 
JK-16090,CA-2017-160885,02-12-2017,06-12-2017,Standard Class,December 
RE-19450,CA-2016-169215,14-07-2016,18-07-2016,Second Class,July     
CC-12610,CA-2015-161445,07-09-2015,09-09-2015,Second Class,September
CS-11950,CA-2015-151869,25-09-2015,25-09-2015,Same Day,September
JG-15160,CA-2016-124772,05-12-2016,06-12-2016,First Class,December 
BT-11440,US-2016-163461,18-06-2016,21-06-2016,First Class,June     
GW-14605,CA-2014-124709,27-07-2014,29-07-2014,Second Class,July     
AH-10210,CA-2016-166485,20-02-2016,27-02-2016,Standard Class,February 
FC-14335,CA-2015-107741,08-03-2015,10-03-2015,First Class,March    
KL-16645,CA-2016-133550,31-07-2016,06-08-2016,Standard Class,July     
TB-21595,CA-2016-156300,29-12-2016,02-01-2017,Standard Class,December 
ML-17410,CA-2017-152079,20-01-2017,21-01-2017,First Class,January  
JL-15505,CA-2017-167976,11-11-2017,14-11-2017,Second Class,November 
GM-14680,CA-2017-126144,31-07-2017,05-08-2017,Standard Class,July     
FH-14275,CA-2017-104318,13-05-2017,18-05-2017,Standard Class,May      
BF-11170,US-2017-119039,06-03-2017,10-03-2017,Standard Class,March    
IG-15085,CA-2014-143168,18-10-2014,23-10-2014,Second Class,October  
JP-16135,US-2016-111528,30-12-2016,30-12-2016,Same Day,December 
KF-16285,CA-2014-132451,26-09-2014,27-09-2014,First Class,September
JL-15835,CA-2017-167913,30-07-2017,03-08-2017,Second Class,July     
CS-11950,CA-2017-118640,20-07-2017,26-07-2017,Standard Class,July     
DB-13360,CA-2016-119123,13-03-2016,18-03-2016,Standard Class,March    
DS-13180,CA-2017-134285,07-12-2017,12-12-2017,Standard Class,December 
SG-20470,CA-2015-140375,02-10-2015,05-10-2015,Second Class,October  
SC-20260,CA-2014-128622,15-11-2014,17-11-2014,Second Class,November 
JS-15940,US-2015-101399,17-01-2015,24-01-2015,Standard Class,January  
SP-20545,CA-2016-123666,26-03-2016,30-03-2016,Standard Class,March    
JS-16030,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,February 
KW-16570,CA-2015-102722,18-04-2015,19-04-2015,First Class,April    
BO-11350,CA-2016-105207,03-01-2016,08-01-2016,Standard Class,January  
JW-15955,CA-2017-117023,07-08-2017,12-08-2017,Standard Class,August   
WB-21850,CA-2017-138149,29-06-2017,30-06-2017,First Class,June     
RM-19375,US-2016-106600,08-04-2016,11-04-2016,First Class,April    
TC-21475,US-2017-144582,30-04-2017,05-05-2017,Standard Class,April    
ED-13885,CA-2017-134838,19-02-2017,20-02-2017,First Class,February 
RM-19675,CA-2015-160171,19-10-2015,24-10-2015,Standard Class,October  
SB-20170,CA-2017-145807,09-02-2017,13-02-2017,Standard Class,February 
MH-17440,US-2014-164763,17-03-2014,21-03-2014,Standard Class,March    
LC-16930,CA-2017-167080,10-06-2017,14-06-2017,Standard Class,June     
AP-10720,CA-2016-154403,23-05-2016,27-05-2016,Standard Class,May      
PT-19090,CA-2017-145093,21-07-2017,26-07-2017,Standard Class,July     
AG-10390,CA-2016-109820,20-11-2016,22-11-2016,First Class,November 
SS-20410,CA-2015-119879,21-11-2015,25-11-2015,Standard Class,November 
JL-15835,CA-2014-110849,18-04-2014,23-04-2014,Standard Class,April    
TA-21385,US-2014-119081,12-09-2014,19-09-2014,Standard Class,September
LA-16780,CA-2016-122903,27-05-2016,29-05-2016,Second Class,May      
PM-18940,CA-2016-102092,09-12-2016,11-12-2016,First Class,December 
JK-15625,CA-2015-113152,25-12-2015,30-12-2015,Standard Class,December 
BN-11515,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,May      
NG-18430,CA-2017-130386,12-11-2017,18-11-2017,Standard Class,November 
RD-19720,CA-2017-126550,29-03-2017,02-04-2017,Second Class,March    
RC-19825,CA-2016-143308,04-11-2016,04-11-2016,Same Day,November 
NF-18385,CA-2017-130505,12-10-2017,12-10-2017,Same Day,October  
CM-11815,CA-2014-151554,14-11-2014,15-11-2014,First Class,November 
AH-10195,CA-2017-154732,05-11-2017,07-11-2017,First Class,November 
LC-16885,CA-2016-103359,22-12-2016,26-12-2016,Standard Class,December 
BN-11470,US-2017-149006,06-12-2017,08-12-2017,Second Class,December 
KM-16660,CA-2017-154116,15-12-2017,19-12-2017,Standard Class,December 
DD-13570,CA-2017-125640,25-07-2017,29-07-2017,Standard Class,July     
AF-10870,CA-2017-125269,24-04-2017,30-04-2017,Standard Class,April    
EB-13750,CA-2017-161459,25-11-2017,29-11-2017,Second Class,November 
JE-15745,CA-2017-161053,22-09-2017,23-09-2017,First Class,September
NF-18595,US-2014-131870,09-09-2014,11-09-2014,First Class,September
